CEP	MODALIDADE DE RISCO	Escore	ESTADO	MUNICÍPIO	BAIRRO	"AEROPORTO - PORTO - RODOVIÁRIA - FAVELA - PRESÍDIO -
PAÍS(ES) FRONTEIRIÇO(S)"	LINK GOOGLE MAPS													
04437-000	Região de Favela		SP	São Paulo	Jardim Consórcio	JARDIM CONSÓRCIO - JOÃO BATISTA DI VITORIANO	https://goo.gl/maps/K2N9JrwVAnHXUTe9A													
04437-010	Região de Favela		SP	São Paulo	Jardim Consórcio	JARDIM CONSÓRCIO - JOÃO BATISTA DI VITORIANO	https://goo.gl/maps/K2N9JrwVAnHXUTe9A													
04437-020	Região de Favela		SP	São Paulo	Jardim Consórcio	JARDIM CONSÓRCIO - JOÃO BATISTA DI VITORIANO	https://goo.gl/maps/K2N9JrwVAnHXUTe9A													
04437-030	Região de Favela		SP	São Paulo	Jardim Consórcio	JARDIM CONSÓRCIO - JOÃO BATISTA DI VITORIANO	https://goo.gl/maps/K2N9JrwVAnHXUTe9A													
04437-040	Região de Favela		SP	São Paulo	Jardim Consórcio	JARDIM CONSÓRCIO - JOÃO BATISTA DI VITORIANO	https://goo.gl/maps/K2N9JrwVAnHXUTe9A													
04437-050	Região de Favela		SP	São Paulo	Jardim Consórcio	JARDIM CONSÓRCIO - JOÃO BATISTA DI VITORIANO	https://goo.gl/maps/K2N9JrwVAnHXUTe9A													
04437-060	Região de Favela		SP	São Paulo	Jardim Consórcio	JARDIM CONSÓRCIO - JOÃO BATISTA DI VITORIANO	https://goo.gl/maps/K2N9JrwVAnHXUTe9A													
04437-070	Região de Favela		SP	São Paulo	Jardim Consórcio	JARDIM CONSÓRCIO - JOÃO BATISTA DI VITORIANO	https://goo.gl/maps/K2N9JrwVAnHXUTe9A													
04437-080	Região de Favela		SP	São Paulo	Jardim Consórcio	JARDIM CONSÓRCIO - JOÃO BATISTA DI VITORIANO	https://goo.gl/maps/K2N9JrwVAnHXUTe9A													
04437-090	Região de Favela		SP	São Paulo	Jardim Consórcio	JARDIM CONSÓRCIO - JOÃO BATISTA DI VITORIANO	https://goo.gl/maps/K2N9JrwVAnHXUTe9A													
04437-095	Região de Favela		SP	São Paulo	Jardim Consórcio	JARDIM CONSÓRCIO - JOÃO BATISTA DI VITORIANO	https://goo.gl/maps/K2N9JrwVAnHXUTe9A													
04437-100	Região de Favela		SP	São Paulo	Jardim Consórcio	JARDIM CONSÓRCIO - JOÃO BATISTA DI VITORIANO	https://goo.gl/maps/K2N9JrwVAnHXUTe9A													
04437-110	Região de Favela		SP	São Paulo	Jardim Consórcio	JARDIM CONSÓRCIO - JOÃO BATISTA DI VITORIANO	https://goo.gl/maps/K2N9JrwVAnHXUTe9A													
04437-120	Região de Favela		SP	São Paulo	Jardim Consórcio	JARDIM CONSÓRCIO - JOÃO BATISTA DI VITORIANO	https://goo.gl/maps/K2N9JrwVAnHXUTe9A													
04437-130	Região de Favela		SP	São Paulo	Jardim Consórcio	JARDIM CONSÓRCIO - JOÃO BATISTA DI VITORIANO	https://goo.gl/maps/K2N9JrwVAnHXUTe9A													
04437-140	Região de Favela		SP	São Paulo	Jardim Consórcio	JARDIM CONSÓRCIO - JOÃO BATISTA DI VITORIANO	https://goo.gl/maps/K2N9JrwVAnHXUTe9A													
04437-150	Região de Favela		SP	São Paulo	Jardim Consórcio	JARDIM CONSÓRCIO - JOÃO BATISTA DI VITORIANO	https://goo.gl/maps/K2N9JrwVAnHXUTe9A													
04437-900	Região de Favela		SP	São Paulo	Jardim Consórcio	JARDIM CONSÓRCIO - JOÃO BATISTA DI VITORIANO	https://goo.gl/maps/K2N9JrwVAnHXUTe9A													
04437-901	Região de Favela		SP	São Paulo	Jardim Consórcio	JARDIM CONSÓRCIO - JOÃO BATISTA DI VITORIANO	https://goo.gl/maps/K2N9JrwVAnHXUTe9A													
04437-902	Região de Favela		SP	São Paulo	Jardim Consórcio	JARDIM CONSÓRCIO - JOÃO BATISTA DI VITORIANO	https://goo.gl/maps/K2N9JrwVAnHXUTe9A													
04439-000	Região de Favela		SP	São Paulo	Jardim Martini	JARDIM ORLI	https://goo.gl/maps/SGRAhdBoYoE79syi8													
04439-010	Região de Favela		SP	São Paulo	Jardim Martini	JARDIM ORLI	https://goo.gl/maps/SGRAhdBoYoE79syi8													
04439-020	Região de Favela		SP	São Paulo	Jardim Martini	JARDIM ORLI	https://goo.gl/maps/SGRAhdBoYoE79syi8													
04439-030	Região de Favela		SP	São Paulo	Jardim Martini	JARDIM ORLI	https://goo.gl/maps/SGRAhdBoYoE79syi8													
04439-040	Região de Favela		SP	São Paulo	Jardim Martini	JARDIM ORLI	https://goo.gl/maps/SGRAhdBoYoE79syi8													
04439-050	Região de Favela		SP	São Paulo	Jardim Martini	JARDIM ORLI	https://goo.gl/maps/SGRAhdBoYoE79syi8													
04439-055	Região de Favela		SP	São Paulo	Jardim Martini	JARDIM ORLI	https://goo.gl/maps/SGRAhdBoYoE79syi8													
04439-060	Região de Favela		SP	São Paulo	Jardim Martini	JARDIM ORLI	https://goo.gl/maps/SGRAhdBoYoE79syi8													
04439-070	Região de Favela		SP	São Paulo	Jardim Martini	JARDIM ORLI	https://goo.gl/maps/SGRAhdBoYoE79syi8													
04439-080	Região de Favela		SP	São Paulo	Jardim Martini	JARDIM ORLI	https://goo.gl/maps/SGRAhdBoYoE79syi8													
04439-100	Correios - Entrega Domiciliar Diferenciada		SP	Dado em levantamento	Dado em levantamento	Não se aplica	Link indisponível													
04447-901	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04454-999	Correios - Entrega Domiciliar Diferenciada		SP	Dado em levantamento	Dado em levantamento	Não se aplica	Link indisponível													
04457-000	Região de Favela		SP	São Paulo	Jardim Palmares (Zona Sul)	JARDIM PEDREIRA	https://goo.gl/maps/Ar5SNiKosPvxW2ag8													
04457-010	Região de Favela		SP	São Paulo	Jardim Palmares (Zona Sul)	JARDIM PEDREIRA	https://goo.gl/maps/Ar5SNiKosPvxW2ag8													
04457-020	Região de Favela		SP	São Paulo	Jardim Palmares (Zona Sul)	JARDIM PEDREIRA	https://goo.gl/maps/Ar5SNiKosPvxW2ag8													
04457-030	Região de Favela		SP	São Paulo	Jardim Palmares (Zona Sul)	JARDIM PEDREIRA	https://goo.gl/maps/Ar5SNiKosPvxW2ag8													
04457-040	Região de Favela		SP	São Paulo	Jardim Palmares (Zona Sul)	JARDIM PEDREIRA	https://goo.gl/maps/Ar5SNiKosPvxW2ag8													
04457-050	Região de Favela		SP	São Paulo	Jardim Palmares (Zona Sul)	JARDIM PEDREIRA	https://goo.gl/maps/Ar5SNiKosPvxW2ag8													
04457-060	Região de Favela		SP	São Paulo	Jardim Palmares (Zona Sul)	JARDIM PEDREIRA	https://goo.gl/maps/Ar5SNiKosPvxW2ag8													
04457-070	Região de Favela		SP	São Paulo	Jardim Palmares (Zona Sul)	JARDIM PEDREIRA	https://goo.gl/maps/Ar5SNiKosPvxW2ag8													
04457-080	Região de Favela		SP	São Paulo	Jardim Palmares (Zona Sul)	JARDIM PEDREIRA	https://goo.gl/maps/Ar5SNiKosPvxW2ag8													
04457-090	Região de Favela		SP	São Paulo	Jardim Palmares (Zona Sul)	JARDIM PEDREIRA	https://goo.gl/maps/Ar5SNiKosPvxW2ag8													
04457-100	Região de Favela		SP	São Paulo	Jardim Palmares (Zona Sul)	JARDIM PEDREIRA	https://goo.gl/maps/Ar5SNiKosPvxW2ag8													
04457-110	Região de Favela		SP	São Paulo	Jardim Palmares (Zona Sul)	JARDIM PEDREIRA	https://goo.gl/maps/Ar5SNiKosPvxW2ag8													
04457-120	Região de Favela		SP	São Paulo	Jardim Palmares (Zona Sul)	JARDIM PEDREIRA	https://goo.gl/maps/Ar5SNiKosPvxW2ag8													
04457-130	Região de Favela		SP	São Paulo	Jardim Palmares (Zona Sul)	JARDIM PEDREIRA	https://goo.gl/maps/Ar5SNiKosPvxW2ag8													
04457-140	Região de Favela		SP	São Paulo	Jardim Palmares (Zona Sul)	JARDIM PEDREIRA	https://goo.gl/maps/Ar5SNiKosPvxW2ag8													
04457-150	Região de Favela		SP	São Paulo	Jardim Palmares (Zona Sul)	JARDIM PEDREIRA	https://goo.gl/maps/Ar5SNiKosPvxW2ag8													
04457-160	Região de Favela		SP	São Paulo	Jardim Palmares (Zona Sul)	JARDIM PEDREIRA	https://goo.gl/maps/Ar5SNiKosPvxW2ag8													
04457-999	Correios - Entrega Domiciliar Diferenciada		SP	Dado em levantamento	Dado em levantamento	Não se aplica	Link indisponível													
04458-140	Região de Favela		SP	São Paulo	Jardim Sônia (Zona Sul)	ABACATEIRO - APARECIDA	https://goo.gl/maps/kNnXMqNm3mkBFuqD9													
04458-145	Região de Favela		SP	São Paulo	Jardim Sônia (Zona Sul)	ABACATEIRO - APARECIDA	https://goo.gl/maps/kNnXMqNm3mkBFuqD9													
04458-150	Região de Favela		SP	São Paulo	Jardim Sônia (Zona Sul)	ABACATEIRO - APARECIDA	https://goo.gl/maps/kNnXMqNm3mkBFuqD9													
04458-160	Região de Favela		SP	São Paulo	Jardim Sônia (Zona Sul)	ABACATEIRO - APARECIDA	https://goo.gl/maps/kNnXMqNm3mkBFuqD9													
04458-170	Região de Favela		SP	São Paulo	Jardim Sônia (Zona Sul)	ABACATEIRO - APARECIDA	https://goo.gl/maps/kNnXMqNm3mkBFuqD9													
04458-180	Região de Favela		SP	São Paulo	Jardim Sônia (Zona Sul)	ABACATEIRO - APARECIDA	https://goo.gl/maps/kNnXMqNm3mkBFuqD9													
04458-185	Região de Favela		SP	São Paulo	Jardim Sônia (Zona Sul)	ABACATEIRO - APARECIDA	https://goo.gl/maps/kNnXMqNm3mkBFuqD9													
04459-000	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-010	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-015	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-020	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-030	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-050	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-060	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-070	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-080	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-090	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-100	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-110	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-120	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-130	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-140	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-150	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-160	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-170	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-180	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-185	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-190	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-200	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-210	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-220	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-230	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-240	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-250	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-260	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-270	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-280	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-290	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-300	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-310	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-320	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-330	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-340	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-350	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04459-999	Correios - Entrega Domiciliar Diferenciada		SP	Dado em levantamento	Dado em levantamento	Não se aplica	Link indisponível													
04460-000	Região de Favela		SP	São Paulo	Vila Baby	AVENIDA MARGINAL - JARDIM SONIA	https://goo.gl/maps/ZiGeUWHJhJbzkjJZ9													
04460-010	Região de Favela		SP	São Paulo	Vila Baby	AVENIDA MARGINAL - JARDIM SONIA	https://goo.gl/maps/ZiGeUWHJhJbzkjJZ9													
04460-020	Região de Favela		SP	São Paulo	Vila Baby	AVENIDA MARGINAL - JARDIM SONIA	https://goo.gl/maps/ZiGeUWHJhJbzkjJZ9													
04460-030	Região de Favela		SP	São Paulo	Vila Baby	AVENIDA MARGINAL - JARDIM SONIA	https://goo.gl/maps/ZiGeUWHJhJbzkjJZ9													
04460-040	Região de Favela		SP	São Paulo	Vila Baby	AVENIDA MARGINAL - JARDIM SONIA	https://goo.gl/maps/ZiGeUWHJhJbzkjJZ9													
04460-050	Região de Favela		SP	São Paulo	Vila Baby	AVENIDA MARGINAL - JARDIM SONIA	https://goo.gl/maps/ZiGeUWHJhJbzkjJZ9													
04462-000	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04462-010	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04462-020	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04462-030	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04462-040	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04462-050	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04462-060	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04462-070	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04462-080	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04462-090	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04462-095	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04462-100	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04462-105	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04462-110	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04462-120	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04462-130	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04462-140	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04462-150	Região de Favela		SP	São Paulo	Pedreira	JARDIM SANTA LÚCIA	https://goo.gl/maps/QMej5pmCKrgs5RJP7													
04463-000	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04463-010	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04463-020	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04463-030	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04463-040	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04463-050	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04463-060	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04463-070	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04463-080	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04463-090	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04463-110	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04463-120	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04464-000	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04464-010	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04464-020	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04464-030	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04464-040	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04464-050	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04464-060	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04464-070	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04464-080	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04464-090	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04464-100	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04464-110	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04464-120	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04464-130	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04464-140	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04464-150	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04464-160	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04464-170	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04464-180	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04464-190	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04464-195	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04464-200	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04465-999	Correios - Entrega Domiciliar Diferenciada		SP	Dado em levantamento	Dado em levantamento	Não se aplica	Link indisponível													
04466-020	Região de Favela		SP	São Paulo	Jardim Itapura	HUMBERTO NASTARI - ITAPURÁ II - JARDIM ITAPURÁ III - JARDIM ITAPURÁ II - PEDREIRA II	https://goo.gl/maps/6MtYRXYEwaMQG3Ps6													
04466-025	Região de Favela		SP	São Paulo	Jardim Itapura	HUMBERTO NASTARI - ITAPURÁ II - JARDIM ITAPURÁ III - JARDIM ITAPURÁ II - PEDREIRA II	https://goo.gl/maps/6MtYRXYEwaMQG3Ps6													
04466-030	Região de Favela		SP	São Paulo	Jardim Itapura	HUMBERTO NASTARI - ITAPURÁ II - JARDIM ITAPURÁ III - JARDIM ITAPURÁ II - PEDREIRA II	https://goo.gl/maps/6MtYRXYEwaMQG3Ps6													
04466-035	Região de Favela		SP	São Paulo	Jardim Itapura	HUMBERTO NASTARI - ITAPURÁ II - JARDIM ITAPURÁ III - JARDIM ITAPURÁ II - PEDREIRA II	https://goo.gl/maps/6MtYRXYEwaMQG3Ps6													
04466-040	Região de Favela		SP	São Paulo	Jardim Itapura	HUMBERTO NASTARI - ITAPURÁ II - JARDIM ITAPURÁ III - JARDIM ITAPURÁ II - PEDREIRA II	https://goo.gl/maps/6MtYRXYEwaMQG3Ps6													
04466-050	Região de Favela		SP	São Paulo	Jardim Itapura	HUMBERTO NASTARI - ITAPURÁ II - JARDIM ITAPURÁ III - JARDIM ITAPURÁ II - PEDREIRA II	https://goo.gl/maps/6MtYRXYEwaMQG3Ps6													
04466-060	Região de Favela		SP	São Paulo	Jardim Itapura	HUMBERTO NASTARI - ITAPURÁ II - JARDIM ITAPURÁ III - JARDIM ITAPURÁ II - PEDREIRA II	https://goo.gl/maps/6MtYRXYEwaMQG3Ps6													
04466-070	Região de Favela		SP	São Paulo	Jardim Itapura	HUMBERTO NASTARI - ITAPURÁ II - JARDIM ITAPURÁ III - JARDIM ITAPURÁ II - PEDREIRA II	https://goo.gl/maps/6MtYRXYEwaMQG3Ps6													
04466-080	Região de Favela		SP	São Paulo	Jardim Itapura	HUMBERTO NASTARI - ITAPURÁ II - JARDIM ITAPURÁ III - JARDIM ITAPURÁ II - PEDREIRA II	https://goo.gl/maps/6MtYRXYEwaMQG3Ps6													
04466-090	Região de Favela		SP	São Paulo	Jardim Domitila	ROSSI II	https://goo.gl/maps/u76sxLLodgXdaCD19													
04466-100	Região de Favela		SP	São Paulo	Jardim Domitila	ROSSI II	https://goo.gl/maps/u76sxLLodgXdaCD19													
04466-110	Região de Favela		SP	São Paulo	Jardim Domitila	ROSSI II	https://goo.gl/maps/u76sxLLodgXdaCD19													
04466-115	Região de Favela		SP	São Paulo	Jardim Domitila	ROSSI II	https://goo.gl/maps/u76sxLLodgXdaCD19													
04466-120	Região de Favela		SP	São Paulo	Jardim Domitila	ROSSI II	https://goo.gl/maps/u76sxLLodgXdaCD19													
04467-000	Região de Favela		SP	São Paulo	Balneário Mar Paulista	INGÁ I	https://goo.gl/maps/N8Lorhyyej98gDdQA													
04467-030	Região de Favela		SP	São Paulo	Jardim Itapura	HUMBERTO NASTARI - ITAPURÁ II - JARDIM ITAPURÁ III - JARDIM ITAPURÁ II - PEDREIRA II	https://goo.gl/maps/6MtYRXYEwaMQG3Ps6													
04467-035	Região de Favela		SP	São Paulo	Jardim Itapura	HUMBERTO NASTARI - ITAPURÁ II - JARDIM ITAPURÁ III - JARDIM ITAPURÁ II - PEDREIRA II	https://goo.gl/maps/6MtYRXYEwaMQG3Ps6													
04467-040	Região de Favela		SP	São Paulo	Jardim Itapura	HUMBERTO NASTARI - ITAPURÁ II - JARDIM ITAPURÁ III - JARDIM ITAPURÁ II - PEDREIRA II	https://goo.gl/maps/6MtYRXYEwaMQG3Ps6													
04467-050	Região de Favela		SP	São Paulo	Jardim Itapura	HUMBERTO NASTARI - ITAPURÁ II - JARDIM ITAPURÁ III - JARDIM ITAPURÁ II - PEDREIRA II	https://goo.gl/maps/6MtYRXYEwaMQG3Ps6													
04467-080	Região de Favela		SP	São Paulo	Jardim Itapura	HUMBERTO NASTARI - ITAPURÁ II - JARDIM ITAPURÁ III - JARDIM ITAPURÁ II - PEDREIRA II	https://goo.gl/maps/6MtYRXYEwaMQG3Ps6													
