CEP	MODALIDADE DE RISCO	Escore	ESTADO	MUNICÍPIO	BAIRRO	"AEROPORTO - PORTO - RODOVIÁRIA - FAVELA - PRESÍDIO -
PAÍS(ES) FRONTEIRIÇO(S)"	LINK GOOGLE MAPS													
02680-070	Região de Favela		SP	São Paulo	Jardim Peri	CABUÇU I - CACHOEIRA DOS ANTUNES - CAMPO GUARANI - COIMBRA - COMUNIDADE DE SÃO JOSÉ - CONDESSA AMÁLIA MATARAZZO - DO SAPO - ELISA MARIA - FLAMENGO - FRAGATA - LETÍCIA CINI I - LETÍCIA LICI - PAINEIRA - SEM DENOMINAÇÃO 03 - SEM DENOMINAÇÃO 04 - SUCUPIRA I - SERRANA FLUMINENSECONSTITUIÇÃO - JARDIM PERI ALTO III - JARDIM PERI ALTO II - JARDIM PERI ALTO I - JARDIM PERI NOVO I - JARDIM PERI NOVO	https://goo.gl/maps/ip1WjNnL7RkSCn6L8													
02680-075	Região de Favela		SP	São Paulo	Jardim Peri	CABUÇU I - CACHOEIRA DOS ANTUNES - CAMPO GUARANI - COIMBRA - COMUNIDADE DE SÃO JOSÉ - CONDESSA AMÁLIA MATARAZZO - DO SAPO - ELISA MARIA - FLAMENGO - FRAGATA - LETÍCIA CINI I - LETÍCIA LICI - PAINEIRA - SEM DENOMINAÇÃO 03 - SEM DENOMINAÇÃO 04 - SUCUPIRA I - SERRANA FLUMINENSECONSTITUIÇÃO - JARDIM PERI ALTO III - JARDIM PERI ALTO II - JARDIM PERI ALTO I - JARDIM PERI NOVO I - JARDIM PERI NOVO	https://goo.gl/maps/ip1WjNnL7RkSCn6L8													
02680-080	Região de Favela		SP	São Paulo	Jardim Peri	CABUÇU I - CACHOEIRA DOS ANTUNES - CAMPO GUARANI - COIMBRA - COMUNIDADE DE SÃO JOSÉ - CONDESSA AMÁLIA MATARAZZO - DO SAPO - ELISA MARIA - FLAMENGO - FRAGATA - LETÍCIA CINI I - LETÍCIA LICI - PAINEIRA - SEM DENOMINAÇÃO 03 - SEM DENOMINAÇÃO 04 - SUCUPIRA I - SERRANA FLUMINENSECONSTITUIÇÃO - JARDIM PERI ALTO III - JARDIM PERI ALTO II - JARDIM PERI ALTO I - JARDIM PERI NOVO I - JARDIM PERI NOVO	https://goo.gl/maps/ip1WjNnL7RkSCn6L8													
02699-999	Correios - Entrega Domiciliar Diferenciada		SP	Dado em levantamento	Dado em levantamento	Não se aplica	Link indisponível													
02701-000	Região de Favela		SP	São Paulo	Jardim das Graças	FRANCISCO	https://goo.gl/maps/2zw3EMo9daLSqZs79													
02701-900	Região de Favela		SP	São Paulo	Jardim das Graças	FRANCISCO	https://goo.gl/maps/2zw3EMo9daLSqZs79													
02710-000	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02710-001	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02710-030	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02710-090	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02710-120	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02710-130	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02710-140	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02710-150	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02710-160	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02710-900	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02710-999	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02713-000	Região de Favela		SP	São Paulo	Jardim das Graças	FRANCISCO	https://goo.gl/maps/2zw3EMo9daLSqZs79													
02713-005	Região de Favela		SP	São Paulo	Jardim das Graças	FRANCISCO	https://goo.gl/maps/2zw3EMo9daLSqZs79													
02713-010	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02713-015	Região de Favela		SP	São Paulo	Jardim das Graças	FRANCISCO	https://goo.gl/maps/2zw3EMo9daLSqZs79													
02713-020	Região de Favela		SP	São Paulo	Jardim das Graças	FRANCISCO	https://goo.gl/maps/2zw3EMo9daLSqZs79													
02713-025	Região de Favela		SP	São Paulo	Jardim das Graças	FRANCISCO	https://goo.gl/maps/2zw3EMo9daLSqZs79													
02713-030	Região de Favela		SP	São Paulo	Jardim das Graças	FRANCISCO	https://goo.gl/maps/2zw3EMo9daLSqZs79													
02713-035	Região de Favela		SP	São Paulo	Jardim das Graças	FRANCISCO	https://goo.gl/maps/2zw3EMo9daLSqZs79													
02713-040	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02713-050	Região de Favela		SP	São Paulo	Jardim das Graças	FRANCISCO	https://goo.gl/maps/2zw3EMo9daLSqZs79													
02714-000	Região de Favela		SP	São Paulo	Jardim das Graças	FRANCISCO	https://goo.gl/maps/2zw3EMo9daLSqZs79													
02714-010	Região de Favela		SP	São Paulo	Jardim das Graças	FRANCISCO	https://goo.gl/maps/2zw3EMo9daLSqZs79													
02714-020	Região de Favela		SP	São Paulo	Jardim das Graças	FRANCISCO	https://goo.gl/maps/2zw3EMo9daLSqZs79													
02714-025	Região de Favela		SP	São Paulo	Jardim das Graças	FRANCISCO	https://goo.gl/maps/2zw3EMo9daLSqZs79													
02714-030	Região de Favela		SP	São Paulo	Jardim das Graças	FRANCISCO	https://goo.gl/maps/2zw3EMo9daLSqZs79													
02714-040	Região de Favela		SP	São Paulo	Jardim das Graças	FRANCISCO	https://goo.gl/maps/2zw3EMo9daLSqZs79													
02714-050	Região de Favela		SP	São Paulo	Jardim das Graças	FRANCISCO	https://goo.gl/maps/2zw3EMo9daLSqZs79													
02714-060	Região de Favela		SP	São Paulo	Jardim das Graças	FRANCISCO	https://goo.gl/maps/2zw3EMo9daLSqZs79													
02714-900	Região de Favela		SP	São Paulo	Jardim das Graças	FRANCISCO	https://goo.gl/maps/2zw3EMo9daLSqZs79													
02715-000	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02715-010	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02715-020	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02715-030	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02716-000	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02716-010	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02717-000	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02720-000	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02720-100	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02720-200	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02720-959	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02720-970	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02721-000	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02721-005	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02721-020	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02721-030	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02721-031	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02721-040	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02721-100	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02721-200	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02722-210	Região de Favela		SP	São Paulo	Limão	ROSAS DE OURO	https://goo.gl/maps/M4ZWy221W4truXdu6													
02728-120	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02729-000	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02729-010	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02729-020	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02729-030	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02729-040	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02729-050	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02729-060	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02729-070	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02729-080	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02730-000	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02730-010	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02730-020	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02730-030	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02730-035	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02730-040	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02730-050	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02730-060	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02730-070	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02730-080	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02731-000	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02731-010	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02731-020	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02731-030	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02731-040	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02731-050	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02731-060	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02731-070	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02731-080	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02731-090	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02731-095	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02731-100	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02731-120	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02731-130	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02731-140	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02731-959	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02731-970	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02731-999	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02732-000	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02732-010	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02732-020	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02732-030	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02732-040	Região de Favela		SP	São Paulo	Vila Albertina	VILA ACRE	https://goo.gl/maps/JKQ8KUW3QaGTcxNx7													
02738-001	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02757-000	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02757-010	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02757-020	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02757-030	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02757-040	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02757-050	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02757-060	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02757-070	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02757-080	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02757-090	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02757-100	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02757-110	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02758-000	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02758-010	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02758-020	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02758-030	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02758-040	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02758-050	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02758-060	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02758-070	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02758-080	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02759-030	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02759-050	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02759-060	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02759-080	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02759-090	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02759-100	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02759-110	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02759-120	Região de Favela		SP	São Paulo	Vila Bancária Munhoz	VILA PALMEIRA	https://goo.gl/maps/3Sq6wQMhnYJsyw776													
02760-000	Região de Favela		SP	São Paulo	Vila Ramos	MATOSO	https://goo.gl/maps/3KTGsc5uBsuYRXtaA													
02760-010	Região de Favela		SP	São Paulo	Vila Ramos	MATOSO	https://goo.gl/maps/3KTGsc5uBsuYRXtaA													
02760-040	Região de Favela		SP	São Paulo	Vila Ramos	MATOSO	https://goo.gl/maps/3KTGsc5uBsuYRXtaA													
02760-050	Região de Favela		SP	São Paulo	Vila Ramos	MATOSO	https://goo.gl/maps/3KTGsc5uBsuYRXtaA													
02760-060	Região de Favela		SP	São Paulo	Vila Ramos	MATOSO	https://goo.gl/maps/3KTGsc5uBsuYRXtaA													
02760-070	Região de Favela		SP	São Paulo	Vila Ramos	MATOSO	https://goo.gl/maps/3KTGsc5uBsuYRXtaA													
02760-080	Região de Favela		SP	São Paulo	Vila Ramos	MATOSO	https://goo.gl/maps/3KTGsc5uBsuYRXtaA													
02760-090	Região de Favela		SP	São Paulo	Vila Ramos	MATOSO	https://goo.gl/maps/3KTGsc5uBsuYRXtaA													
02760-100	Região de Favela		SP	São Paulo	Vila Ramos	MATOSO	https://goo.gl/maps/3KTGsc5uBsuYRXtaA													
02760-110	Região de Favela		SP	São Paulo	Vila Ramos	MATOSO	https://goo.gl/maps/3KTGsc5uBsuYRXtaA													
02760-120	Região de Favela		SP	São Paulo	Vila Ramos	MATOSO	https://goo.gl/maps/3KTGsc5uBsuYRXtaA													
02760-140	Região de Favela		SP	São Paulo	Vila Ramos	MATOSO	https://goo.gl/maps/3KTGsc5uBsuYRXtaA													
02760-150	Região de Favela		SP	São Paulo	Vila Ramos	MATOSO	https://goo.gl/maps/3KTGsc5uBsuYRXtaA													
02765-999	Correios - Entrega Domiciliar Diferenciada		SP	Dado em levantamento	Dado em levantamento	Não se aplica	Link indisponível													
02801-000	Região de Favela		SP	São Paulo	Brasilândia	OURO VELHO - REAL GRANDEZA - TIRO AO POMBO	https://goo.gl/maps/RXydwueajAhjrfyX6													
02801-010	Região de Favela		SP	São Paulo	Brasilândia	OURO VELHO - REAL GRANDEZA - TIRO AO POMBO	https://goo.gl/maps/RXydwueajAhjrfyX6													
02801-020	Região de Favela		SP	São Paulo	Brasilândia	OURO VELHO - REAL GRANDEZA - TIRO AO POMBO	https://goo.gl/maps/RXydwueajAhjrfyX6													
02801-030	Região de Favela		SP	São Paulo	Brasilândia	OURO VELHO - REAL GRANDEZA - TIRO AO POMBO	https://goo.gl/maps/RXydwueajAhjrfyX6													
02812-000	Região de Favela		SP	São Paulo	Jardim Paulistano (Zona Norte)	JARDIM PAULISTANO - VILA PAULISTANO II - VILA PAULISTANO I - TABOADO - LEÔNIDAS MARMELO - PEDREIRA I	https://goo.gl/maps/EUQquiPoQA5NARJW9													
02812-002	Região de Favela		SP	São Paulo	Jardim Paulistano (Zona Norte)	JARDIM PAULISTANO - VILA PAULISTANO II - VILA PAULISTANO I - TABOADO - LEÔNIDAS MARMELO - PEDREIRA I	https://goo.gl/maps/EUQquiPoQA5NARJW9													
02812-003	Região de Favela		SP	São Paulo	Jardim Paulistano (Zona Norte)	JARDIM PAULISTANO - VILA PAULISTANO II - VILA PAULISTANO I - TABOADO - LEÔNIDAS MARMELO - PEDREIRA I	https://goo.gl/maps/EUQquiPoQA5NARJW9													
02812-005	Região de Favela		SP	São Paulo	Jardim Paulistano (Zona Norte)	JARDIM PAULISTANO - VILA PAULISTANO II - VILA PAULISTANO I - TABOADO - LEÔNIDAS MARMELO - PEDREIRA I	https://goo.gl/maps/EUQquiPoQA5NARJW9													
02812-010	Região de Favela		SP	São Paulo	Jardim Paulistano (Zona Norte)	JARDIM PAULISTANO - VILA PAULISTANO II - VILA PAULISTANO I - TABOADO - LEÔNIDAS MARMELO - PEDREIRA I	https://goo.gl/maps/EUQquiPoQA5NARJW9													
02812-020	Região de Favela		SP	São Paulo	Jardim Paulistano (Zona Norte)	JARDIM PAULISTANO - VILA PAULISTANO II - VILA PAULISTANO I - TABOADO - LEÔNIDAS MARMELO - PEDREIRA I	https://goo.gl/maps/EUQquiPoQA5NARJW9													
02812-030	Região de Favela		SP	São Paulo	Jardim Paulistano (Zona Norte)	JARDIM PAULISTANO - VILA PAULISTANO II - VILA PAULISTANO I - TABOADO - LEÔNIDAS MARMELO - PEDREIRA I	https://goo.gl/maps/EUQquiPoQA5NARJW9													
02812-040	Região de Favela		SP	São Paulo	Jardim Paulistano (Zona Norte)	JARDIM PAULISTANO - VILA PAULISTANO II - VILA PAULISTANO I - TABOADO - LEÔNIDAS MARMELO - PEDREIRA I	https://goo.gl/maps/EUQquiPoQA5NARJW9													
02812-050	Região de Favela		SP	São Paulo	Jardim Paulistano (Zona Norte)	JARDIM PAULISTANO - VILA PAULISTANO II - VILA PAULISTANO I - TABOADO - LEÔNIDAS MARMELO - PEDREIRA I	https://goo.gl/maps/EUQquiPoQA5NARJW9													
02812-060	Região de Favela		SP	São Paulo	Jardim Paulistano (Zona Norte)	JARDIM PAULISTANO - VILA PAULISTANO II - VILA PAULISTANO I - TABOADO - LEÔNIDAS MARMELO - PEDREIRA I	https://goo.gl/maps/EUQquiPoQA5NARJW9													
02812-070	Região de Favela		SP	São Paulo	Jardim Paulistano (Zona Norte)	JARDIM PAULISTANO - VILA PAULISTANO II - VILA PAULISTANO I - TABOADO - LEÔNIDAS MARMELO - PEDREIRA I	https://goo.gl/maps/EUQquiPoQA5NARJW9													
02812-080	Região de Favela		SP	São Paulo	Jardim Paulistano (Zona Norte)	JARDIM PAULISTANO - VILA PAULISTANO II - VILA PAULISTANO I - TABOADO - LEÔNIDAS MARMELO - PEDREIRA I	https://goo.gl/maps/EUQquiPoQA5NARJW9													
02812-090	Região de Favela		SP	São Paulo	Jardim Paulistano (Zona Norte)	JARDIM PAULISTANO - VILA PAULISTANO II - VILA PAULISTANO I - TABOADO - LEÔNIDAS MARMELO - PEDREIRA I	https://goo.gl/maps/EUQquiPoQA5NARJW9													
02812-095	Região de Favela		SP	São Paulo	Jardim Paulistano (Zona Norte)	JARDIM PAULISTANO - VILA PAULISTANO II - VILA PAULISTANO I - TABOADO - LEÔNIDAS MARMELO - PEDREIRA I	https://goo.gl/maps/EUQquiPoQA5NARJW9													
02812-096	Região de Favela		SP	São Paulo	Jardim Paulistano (Zona Norte)	JARDIM PAULISTANO - VILA PAULISTANO II - VILA PAULISTANO I - TABOADO - LEÔNIDAS MARMELO - PEDREIRA I	https://goo.gl/maps/EUQquiPoQA5NARJW9													
02812-100	Região de Favela		SP	São Paulo	Jardim Paulistano (Zona Norte)	JARDIM PAULISTANO - VILA PAULISTANO II - VILA PAULISTANO I - TABOADO - LEÔNIDAS MARMELO - PEDREIRA I	https://goo.gl/maps/EUQquiPoQA5NARJW9													
02812-110	Região de Favela		SP	São Paulo	Jardim Paulistano (Zona Norte)	JARDIM PAULISTANO - VILA PAULISTANO II - VILA PAULISTANO I - TABOADO - LEÔNIDAS MARMELO - PEDREIRA I	https://goo.gl/maps/EUQquiPoQA5NARJW9													
02812-120	Região de Favela		SP	São Paulo	Jardim Paulistano (Zona Norte)	JARDIM PAULISTANO - VILA PAULISTANO II - VILA PAULISTANO I - TABOADO - LEÔNIDAS MARMELO - PEDREIRA I	https://goo.gl/maps/EUQquiPoQA5NARJW9													
02812-130	Região de Favela		SP	São Paulo	Jardim Paulistano (Zona Norte)	JARDIM PAULISTANO - VILA PAULISTANO II - VILA PAULISTANO I - TABOADO - LEÔNIDAS MARMELO - PEDREIRA I	https://goo.gl/maps/EUQquiPoQA5NARJW9													
02812-140	Região de Favela		SP	São Paulo	Jardim Paulistano (Zona Norte)	JARDIM PAULISTANO - VILA PAULISTANO II - VILA PAULISTANO I - TABOADO - LEÔNIDAS MARMELO - PEDREIRA I	https://goo.gl/maps/EUQquiPoQA5NARJW9													
02812-150	Região de Favela		SP	São Paulo	Jardim Paulistano (Zona Norte)	JARDIM PAULISTANO - VILA PAULISTANO II - VILA PAULISTANO I - TABOADO - LEÔNIDAS MARMELO - PEDREIRA I	https://goo.gl/maps/EUQquiPoQA5NARJW9													
02812-160	Região de Favela		SP	São Paulo	Jardim Paulistano (Zona Norte)	JARDIM PAULISTANO - VILA PAULISTANO II - VILA PAULISTANO I - TABOADO - LEÔNIDAS MARMELO - PEDREIRA I	https://goo.gl/maps/EUQquiPoQA5NARJW9													
